-8.956046479794374515e-02,-2.120143161088560824e+00
3.969224771606126190e+00,1.241455927771894840e+00
9.842980436593662397e-01,9.678209877523765714e-01
-1.756020087113989048e+00,1.641237606838174878e+00
-1.661328856735694304e+00,4.646685658403987951e+00
8.819894435395315979e-02,2.943925252809787452e+00
-3.693115890895743103e+00,1.089089864748235881e+00
2.163224897497566246e-01,3.408693217810877307e+00
-1.138345160551406776e+00,4.818111244636575918e+00
9.569846268152366608e-01,2.322350261923873838e+00
7.855087386893929713e-01,2.271494226645056902e-01
-2.570921603082207518e+00,2.982851767103281926e+00
4.643776327552950889e+00,6.390706357771172401e-03
-6.532416660135280662e-01,-3.949174718607277423e+00
2.446687244968678288e-01,3.644510716369507186e+00
6.025053316462577468e-01,2.428507576443579286e+00
2.787802638158251245e+00,-3.181747236975725812e+00
8.614886727464422522e-01,1.736633496834981694e-01
-3.733620376991805045e+00,-1.248428540774631612e+00
-6.251699389634099546e+00,-2.298567179600244259e+00
4.524789267885232391e+00,-1.640338138590545503e-01
5.633064591959737744e-01,-2.389414904671994577e+00
-1.859346586212011987e+00,-7.931662112758652849e-01
2.368369261088126843e-01,3.648521019917651542e-01
-8.496913144332881584e-01,1.011070734954085948e+00
-2.386864938352364796e+00,4.241799843595629449e-01
-2.007970041532372907e+00,1.389708418502984433e+00
-2.925021405691616838e+00,-2.158874582735398562e+00
5.470689776389421333e+00,-4.237417574605700565e+00
-4.411452716101964988e+00,-2.393631885657640179e+00
-7.036623699795288900e+00,-1.121422689257085104e+00
3.047772469265640716e+00,-1.067192029372156403e+00
7.311388751600046199e+00,-1.818470732180499372e+00
3.303584940676383308e+00,7.881814799293365148e-01
2.991316106279836795e+00,-4.929501151424522942e-01
-3.029352960274833251e+00,-9.604643283086905514e-02
1.277502369658200188e+00,2.941282038248028030e+00
-2.019106772791059434e-01,1.735953814940945472e+00
3.560410956588468068e+00,1.550124772242980731e+00
2.885040271112863319e+00,-2.438009500522637651e+00
3.688171723445575978e+00,2.697927603430341659e+00
-2.548844375765286330e+00,6.759232200770252108e-01
-1.314065745607315705e+00,-4.703776281054198871e-01
3.425227513367010701e+00,-2.789317307614676889e+00
3.532062560334819690e+00,-3.092142397156322442e+00
1.505369994280878920e+00,2.861183494115954407e+00
-1.281902328103242672e+00,-1.425554379484085255e+00
2.684447187929370315e+00,-1.709150004001704470e+00
-9.931461979878758228e+00,-2.191029989959646596e+00
9.292247688144797402e-02,-3.920759981201102917e-01
-8.362895737653333050e-01,-1.310312154995501299e-01
2.091867232325840043e+00,2.549739720844541591e-01
-7.328742199604530716e-02,1.878195407544795303e+00
2.586103196100791202e+00,-1.863487629780880672e+00
1.475664721928518608e+00,-3.179423672623267194e-01
8.315031174408240133e+00,-3.516940502142123365e-02
-3.814139719552325225e+00,-2.130432153300285680e+00
-3.957227418403876040e+00,-9.566251070013739310e-01
6.342502139713430687e-01,1.384298635835788938e+00
3.106647464857248853e+00,-7.761426869704143305e-01
4.069846257473377915e-01,-2.399803403770358612e-01
3.527301324152841477e+00,6.620300172823220253e-01
-3.588565349642606872e+00,6.016864215949725647e+00
-2.310687727475865483e+00,4.168796649129800969e+00
-3.051506618197046272e-01,-2.749275377683961352e+00
9.791931438365856222e-01,1.230297203538526007e+00
-4.903422870826374957e-01,5.064621092360188648e+00
1.329070859299056107e+00,-8.096124782577732715e-01
-1.454826925941328675e+00,1.855739417173275507e-01
3.990862583735498070e+00,-5.928378674287720917e-01
-9.316706404614922832e-01,-3.428711500971577397e+00
-5.388066513897967091e+00,3.429674349464658101e-01
4.544861517905441239e+00,6.250276925331578470e-02
1.073080663849379279e+00,-1.235945019380949583e+00
8.866342509915645653e-01,-3.893692651037502728e+00
6.330631932356167724e-01,-6.283196678076368169e-01
-3.188819109271614938e+00,-1.158132473478910296e-01
-3.548426848577188153e+00,8.056019736954126431e-01
3.284033774573714926e+00,2.746444819759173761e+00
4.108930844556117457e+00,-5.539504906414168817e-01
-2.071606400942760828e+00,3.652219443293309276e+00
4.184693691434150375e-01,-1.875752574779439852e-01
-3.319386708613562220e+00,4.289346680827923475e-01
-7.251768324461474791e+00,2.161130582985712912e-03
-6.221568941980107903e-01,1.202442876498211355e+00
3.957318949267571107e+00,-1.272855367201523591e-01
-7.143411627724736590e+00,-2.600213206850280123e+00
1.692090628140521913e+00,-1.415660099515421821e+00
-2.487362652925121154e+00,1.486687004089856545e+00
2.126120426182939394e+00,-3.324148166392909554e-01
2.686166897344554272e+00,-2.018471417105365706e+00
7.511165090376005438e+00,-2.538971901359365346e-01
-1.207231691382259831e+00,-5.373698422013861276e+00
-2.149452292547910925e-01,-1.529794769589913894e+00
2.032991339423409816e+00,3.190767822697121670e+00
-4.902775563561841743e+00,4.170892460477836350e-01
-6.380886577602354892e-01,-8.801422217919420143e-01
-3.723682644511762785e+00,-4.431610555076749058e+00
-7.911885880977549412e+00,-1.322112784045001765e+00
3.074642193217832276e+00,8.038829478320872468e-01
